loan_id,account_id,date_loan,amount,duration,payments,status,district_id,frequency,date_account,disp_id,client_id,type,card_id,type_card,issued,trans_id,date,type_trans,operation,amount_trans,balance,k_symbol,bank,account,birth_number,district_id_client,is_male,birth_date,age,age_bins,code,name,region,no. of inhabitants,no. of municipalities with inhabitants < 499,no. of municipalities with inhabitants 500-1999,no. of municipalities with inhabitants 2000-9999,no. of municipalities with inhabitants >10000,no. of cities,ratio of urban inhabitants,average salary,unemploymant rate '95,unemploymant rate '96,no. of enterpreneurs per 1000 inhabitants,no. of commited crimes '95,no. of commited crimes '96
5595,3050,940902,82896,12,6908,1,60,monthly issuance,930508,3687,3687,OWNER,577,classic,940215,894517,768348000.0,credit,collection from another bank,41445.0,58464.5,,GH,69871258.0,720206,49,True,1972-02-06,49,40-49,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252
5595,3050,940902,82896,12,6908,1,60,monthly issuance,930508,3687,3687,OWNER,577,classic,940215,894805,768434400.0,withdrawal,remittance to another bank,-41.0,58304.5,insurrance payment,CD,93120836.0,720206,49,True,1972-02-06,49,40-49,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252
5595,3050,940902,82896,12,6908,1,60,monthly issuance,930508,3687,3687,OWNER,577,classic,940215,894661,768607200.0,withdrawal,remittance to another bank,-9716.0,48588.5,household,AB,72762232.0,720206,49,True,1972-02-06,49,40-49,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252
5595,3050,940902,82896,12,6908,1,60,monthly issuance,930508,3687,3687,OWNER,577,classic,940215,894589,768952800.0,withdrawal,withdrawal in cash,-6300.0,42288.5,,,0.0,720206,49,True,1972-02-06,49,40-49,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252
5595,3050,940902,82896,12,6908,1,60,monthly issuance,930508,3687,3687,OWNER,577,classic,940215,894873,769384800.0,withdrawal in cash,withdrawal in cash,-7076.0,35212.5,,,,720206,49,True,1972-02-06,49,40-49,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252
5595,3050,940902,82896,12,6908,1,60,monthly issuance,930508,3687,3687,OWNER,577,classic,940215,895013,770335200.0,withdrawal,withdrawal in cash,-14.6,35347.1,payment for statement,,,720206,49,True,1972-02-06,49,40-49,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252
5595,3050,940902,82896,12,6908,1,60,monthly issuance,930508,3687,3687,OWNER,577,classic,940215,3631325,770335200.0,credit,,149.2,35361.7,interest credited,,,720206,49,True,1972-02-06,49,40-49,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252
5595,3050,940902,82896,12,6908,1,60,monthly issuance,930508,3687,3687,OWNER,577,classic,940215,895081,770508000.0,withdrawal,withdrawal in cash,-9500.0,25847.1,,,,720206,49,True,1972-02-06,49,40-49,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252
5595,3050,940902,82896,12,6908,1,60,monthly issuance,930508,3687,3687,OWNER,577,classic,940215,894734,771026400.0,withdrawal,remittance to another bank,-119.0,87896.1, ,AB,62503671.0,720206,49,True,1972-02-06,49,40-49,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252
5595,3050,940902,82896,12,6908,1,60,monthly issuance,930508,3687,3687,OWNER,577,classic,940215,894518,771026400.0,credit,collection from another bank,62168.0,88015.1,,GH,69871258.0,720206,49,True,1972-02-06,49,40-49,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252
5595,3050,940902,82896,12,6908,1,60,monthly issuance,930508,3687,3687,OWNER,577,classic,940215,894806,771112800.0,withdrawal,remittance to another bank,-41.0,87855.1,insurrance payment,CD,93120836.0,720206,49,True,1972-02-06,49,40-49,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252
5595,3050,940902,82896,12,6908,1,60,monthly issuance,930508,3687,3687,OWNER,577,classic,940215,894590,771285600.0,withdrawal,withdrawal in cash,-5600.0,72539.1,,,0.0,720206,49,True,1972-02-06,49,40-49,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252
5595,3050,940902,82896,12,6908,1,60,monthly issuance,930508,3687,3687,OWNER,577,classic,940215,894662,771285600.0,withdrawal,remittance to another bank,-9716.0,78139.1,household,AB,72762232.0,720206,49,True,1972-02-06,49,40-49,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252
5595,3050,940902,82896,12,6908,1,60,monthly issuance,930508,3687,3687,OWNER,577,classic,940215,894591,772754400.0,withdrawal,withdrawal in cash,-6400.0,66139.1,,,0.0,720206,49,True,1972-02-06,49,40-49,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252
5595,3050,940902,82896,12,6908,1,60,monthly issuance,930508,3687,3687,OWNER,577,classic,940215,895014,772927200.0,withdrawal,withdrawal in cash,-14.6,66394.6,payment for statement,,,720206,49,True,1972-02-06,49,40-49,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252
5595,3050,940902,82896,12,6908,1,60,monthly issuance,930508,3687,3687,OWNER,577,classic,940215,3631326,772927200.0,credit,,270.1,66409.2,interest credited,,,720206,49,True,1972-02-06,49,40-49,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252
5595,3050,940902,82896,12,6908,1,60,monthly issuance,930508,3687,3687,OWNER,577,classic,940215,895082,773100000.0,withdrawal,withdrawal in cash,-23100.0,43294.6,,,,720206,49,True,1972-02-06,49,40-49,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252
5595,3050,940902,82896,12,6908,1,60,monthly issuance,930508,3687,3687,OWNER,577,classic,940215,894735,773618400.0,withdrawal,remittance to another bank,-119.0,84620.6, ,AB,62503671.0,720206,49,True,1972-02-06,49,40-49,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252
5595,3050,940902,82896,12,6908,1,60,monthly issuance,930508,3687,3687,OWNER,577,classic,940215,894519,773618400.0,credit,collection from another bank,41445.0,84739.6,,GH,69871258.0,720206,49,True,1972-02-06,49,40-49,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252
5595,3050,940902,82896,12,6908,1,60,monthly issuance,930508,3687,3687,OWNER,577,classic,940215,894807,773704800.0,withdrawal,remittance to another bank,-41.0,84579.6,insurrance payment,CD,93120836.0,720206,49,True,1972-02-06,49,40-49,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252
5595,3050,940902,82896,12,6908,1,60,monthly issuance,930508,3687,3687,OWNER,577,classic,940215,894875,773791200.0,withdrawal in cash,withdrawal in cash,-5591.0,78988.6,,,,720206,49,True,1972-02-06,49,40-49,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252
5595,3050,940902,82896,12,6908,1,60,monthly issuance,930508,3687,3687,OWNER,577,classic,940215,894663,773877600.0,withdrawal,remittance to another bank,-9716.0,69272.6,household,AB,72762232.0,720206,49,True,1972-02-06,49,40-49,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252
5595,3050,940902,82896,12,6908,1,60,monthly issuance,930508,3687,3687,OWNER,577,classic,940215,895015,775605600.0,withdrawal,withdrawal in cash,-14.6,69549.8,payment for statement,,,720206,49,True,1972-02-06,49,40-49,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252
5595,3050,940902,82896,12,6908,1,60,monthly issuance,930508,3687,3687,OWNER,577,classic,940215,3631327,775605600.0,credit,,291.7,69564.4,interest credited,,,720206,49,True,1972-02-06,49,40-49,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252
5595,3050,940902,82896,12,6908,1,60,monthly issuance,930508,3687,3687,OWNER,577,classic,940215,895083,775692000.0,withdrawal,withdrawal in cash,-20900.0,48649.8,,,,720206,49,True,1972-02-06,49,40-49,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252
5595,3050,940902,82896,12,6908,1,60,monthly issuance,930508,3687,3687,OWNER,577,classic,940215,894736,776296800.0,withdrawal,remittance to another bank,-119.0,89975.8, ,AB,62503671.0,720206,49,True,1972-02-06,49,40-49,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252
5595,3050,940902,82896,12,6908,1,60,monthly issuance,930508,3687,3687,OWNER,577,classic,940215,894520,776296800.0,credit,collection from another bank,41445.0,90094.8,,GH,69871258.0,720206,49,True,1972-02-06,49,40-49,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252
5595,3050,940902,82896,12,6908,1,60,monthly issuance,930508,3687,3687,OWNER,577,classic,940215,894973,776383200.0,withdrawal,credit card withdrawal,-3000.0,86975.8,,,0.0,720206,49,True,1972-02-06,49,40-49,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252
5595,3050,940902,82896,12,6908,1,60,monthly issuance,930508,3687,3687,OWNER,577,classic,940215,894808,776383200.0,withdrawal,remittance to another bank,-41.0,86934.8,insurrance payment,CD,93120836.0,720206,49,True,1972-02-06,49,40-49,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252
5595,3050,940902,82896,12,6908,1,60,monthly issuance,930508,3687,3687,OWNER,577,classic,940215,894664,776556000.0,withdrawal,remittance to another bank,-9716.0,77218.8,household,AB,72762232.0,720206,49,True,1972-02-06,49,40-49,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252
5595,3050,940902,82896,12,6908,1,60,monthly issuance,930508,3687,3687,OWNER,577,classic,940215,894592,776815200.0,withdrawal,withdrawal in cash,-4100.0,73118.8,,,0.0,720206,49,True,1972-02-06,49,40-49,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252
5595,3050,940902,82896,12,6908,1,60,monthly issuance,930508,3687,3687,OWNER,577,classic,940215,894877,777852000.0,withdrawal in cash,withdrawal in cash,-9118.0,64000.8,,,,720206,49,True,1972-02-06,49,40-49,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252
5595,3050,940902,82896,12,6908,1,60,monthly issuance,930508,3687,3687,OWNER,577,classic,940215,895016,778284000.0,withdrawal,withdrawal in cash,-14.6,64286.0,payment for statement,,,720206,49,True,1972-02-06,49,40-49,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252
5595,3050,940902,82896,12,6908,1,60,monthly issuance,930508,3687,3687,OWNER,577,classic,940215,895084,778284000.0,withdrawal,withdrawal in cash,-16200.0,48086.0,,,,720206,49,True,1972-02-06,49,40-49,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252
5595,3050,940902,82896,12,6908,1,60,monthly issuance,930508,3687,3687,OWNER,577,classic,940215,3631328,778284000.0,credit,,299.9,64300.6,interest credited,,,720206,49,True,1972-02-06,49,40-49,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252
7243,11042,951204,217152,36,6032,1,72,monthly issuance,950129,13268,13576,OWNER,1225,classic,951122,3324311,791334000.0,credit,credit in cash,400.0,400.0,,,,740707,72,True,1974-07-07,47,40-49,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208
7243,11042,951204,217152,36,6032,1,72,monthly issuance,950129,13268,13576,OWNER,1225,classic,951122,3324313,791938800.0,credit,collection from another bank,36191.0,36591.0,,AB,80826598.0,740707,72,True,1974-07-07,47,40-49,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208
7243,11042,951204,217152,36,6032,1,72,monthly issuance,950129,13268,13576,OWNER,1225,classic,951122,3324577,793926000.0,withdrawal,withdrawal in cash,-7300.0,29295.3,,,,740707,72,True,1974-07-07,47,40-49,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208
7243,11042,951204,217152,36,6032,1,72,monthly issuance,950129,13268,13576,OWNER,1225,classic,951122,3527039,793926000.0,credit,,4.4,36595.3,interest credited,,,740707,72,True,1974-07-07,47,40-49,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208
7243,11042,951204,217152,36,6032,1,72,monthly issuance,950129,13268,13576,OWNER,1225,classic,951122,3324314,794358000.0,credit,collection from another bank,36191.0,65486.3,,AB,80826598.0,740707,72,True,1974-07-07,47,40-49,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208
7243,11042,951204,217152,36,6032,1,72,monthly issuance,950129,13268,13576,OWNER,1225,classic,951122,3324578,796514400.0,withdrawal,withdrawal in cash,-23300.0,42186.3,,,,740707,72,True,1974-07-07,47,40-49,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208
7243,11042,951204,217152,36,6032,1,72,monthly issuance,950129,13268,13576,OWNER,1225,classic,951122,3527040,796600800.0,credit,,125.5,42311.9,interest credited,,,740707,72,True,1974-07-07,47,40-49,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208
7243,11042,951204,217152,36,6032,1,72,monthly issuance,950129,13268,13576,OWNER,1225,classic,951122,3324315,797032800.0,credit,collection from another bank,36191.0,78502.9,,AB,80826598.0,740707,72,True,1974-07-07,47,40-49,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208
7243,11042,951204,217152,36,6032,1,72,monthly issuance,950129,13268,13576,OWNER,1225,classic,951122,3324579,799106400.0,withdrawal,withdrawal in cash,-27000.0,51502.9,,,,740707,72,True,1974-07-07,47,40-49,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208
7243,11042,951204,217152,36,6032,1,72,monthly issuance,950129,13268,13576,OWNER,1225,classic,951122,3527041,799192800.0,credit,,178.4,51681.2,interest credited,,,740707,72,True,1974-07-07,47,40-49,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208
7243,11042,951204,217152,36,6032,1,72,monthly issuance,950129,13268,13576,OWNER,1225,classic,951122,3324316,799624800.0,credit,collection from another bank,36191.0,87872.2,,AB,80826598.0,740707,72,True,1974-07-07,47,40-49,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208
7243,11042,951204,217152,36,6032,1,72,monthly issuance,950129,13268,13576,OWNER,1225,classic,951122,3324580,801698400.0,withdrawal,withdrawal in cash,-32600.0,55272.2,,,,740707,72,True,1974-07-07,47,40-49,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208
7243,11042,951204,217152,36,6032,1,72,monthly issuance,950129,13268,13576,OWNER,1225,classic,951122,3527042,801871200.0,credit,,216.1,55488.3,interest credited,,,740707,72,True,1974-07-07,47,40-49,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208
7243,11042,951204,217152,36,6032,1,72,monthly issuance,950129,13268,13576,OWNER,1225,classic,951122,3324581,802303200.0,withdrawal,withdrawal in cash,-34200.0,75574.3,,,,740707,72,True,1974-07-07,47,40-49,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208
7243,11042,951204,217152,36,6032,1,72,monthly issuance,950129,13268,13576,OWNER,1225,classic,951122,3324317,802303200.0,credit,collection from another bank,54286.0,109774.3,,AB,80826598.0,740707,72,True,1974-07-07,47,40-49,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208
7243,11042,951204,217152,36,6032,1,72,monthly issuance,950129,13268,13576,OWNER,1225,classic,951122,3324413,802389600.0,withdrawal,remittance to another bank,-8436.0,67138.3,household,UV,59894961.0,740707,72,True,1974-07-07,47,40-49,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208
7243,11042,951204,217152,36,6032,1,72,monthly issuance,950129,13268,13576,OWNER,1225,classic,951122,3324512,803167200.0,withdrawal,withdrawal in cash,-2700.0,64438.3,,,,740707,72,True,1974-07-07,47,40-49,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208
7243,11042,951204,217152,36,6032,1,72,monthly issuance,950129,13268,13576,OWNER,1225,classic,951122,3324365,803340000.0,withdrawal,withdrawal in cash,-5200.0,59238.3,,,0.0,740707,72,True,1974-07-07,47,40-49,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208
7243,11042,951204,217152,36,6032,1,72,monthly issuance,950129,13268,13576,OWNER,1225,classic,951122,3324475,803599200.0,withdrawal,withdrawal in cash,-14100.0,45138.3,,,,740707,72,True,1974-07-07,47,40-49,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208
7243,11042,951204,217152,36,6032,1,72,monthly issuance,950129,13268,13576,OWNER,1225,classic,951122,3324461,804031200.0,withdrawal in cash,withdrawal in cash,-7602.0,37536.3,,,,740707,72,True,1974-07-07,47,40-49,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208
7243,11042,951204,217152,36,6032,1,72,monthly issuance,950129,13268,13576,OWNER,1225,classic,951122,3324582,804290400.0,withdrawal,withdrawal in cash,-7000.0,30536.3,,,,740707,72,True,1974-07-07,47,40-49,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208
7243,11042,951204,217152,36,6032,1,72,monthly issuance,950129,13268,13576,OWNER,1225,classic,951122,3324535,804463200.0,withdrawal,withdrawal in cash,-14.6,30749.2,payment for statement,,,740707,72,True,1974-07-07,47,40-49,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208
7243,11042,951204,217152,36,6032,1,72,monthly issuance,950129,13268,13576,OWNER,1225,classic,951122,3527043,804463200.0,credit,,227.4,30763.8,interest credited,,,740707,72,True,1974-07-07,47,40-49,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208
7243,11042,951204,217152,36,6032,1,72,monthly issuance,950129,13268,13576,OWNER,1225,classic,951122,3324318,804895200.0,credit,collection from another bank,36191.0,66940.2,,AB,80826598.0,740707,72,True,1974-07-07,47,40-49,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208
7243,11042,951204,217152,36,6032,1,72,monthly issuance,950129,13268,13576,OWNER,1225,classic,951122,3324414,804981600.0,withdrawal,remittance to another bank,-8436.0,58504.2,household,UV,59894961.0,740707,72,True,1974-07-07,47,40-49,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208
7243,11042,951204,217152,36,6032,1,72,monthly issuance,950129,13268,13576,OWNER,1225,classic,951122,3324366,805327200.0,withdrawal,withdrawal in cash,-5900.0,52604.2,,,0.0,740707,72,True,1974-07-07,47,40-49,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208
7243,11042,951204,217152,36,6032,1,72,monthly issuance,950129,13268,13576,OWNER,1225,classic,951122,3324456,805932000.0,withdrawal in cash,withdrawal in cash,-12325.0,40279.2,,,,740707,72,True,1974-07-07,47,40-49,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208
7243,11042,951204,217152,36,6032,1,72,monthly issuance,950129,13268,13576,OWNER,1225,classic,951122,3324511,806277600.0,withdrawal,withdrawal in cash,-10500.0,29779.2,,,,740707,72,True,1974-07-07,47,40-49,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208
7243,11042,951204,217152,36,6032,1,72,monthly issuance,950129,13268,13576,OWNER,1225,classic,951122,3324583,806882400.0,withdrawal,withdrawal in cash,-4400.0,25379.2,,,,740707,72,True,1974-07-07,47,40-49,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208
7243,11042,951204,217152,36,6032,1,72,monthly issuance,950129,13268,13576,OWNER,1225,classic,951122,3324536,807141600.0,withdrawal,withdrawal in cash,-14.6,25529.5,payment for statement,,,740707,72,True,1974-07-07,47,40-49,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208
7243,11042,951204,217152,36,6032,1,72,monthly issuance,950129,13268,13576,OWNER,1225,classic,951122,3527044,807141600.0,credit,,164.9,25544.1,interest credited,,,740707,72,True,1974-07-07,47,40-49,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208
7243,11042,951204,217152,36,6032,1,72,monthly issuance,950129,13268,13576,OWNER,1225,classic,951122,3324319,807573600.0,credit,collection from another bank,36191.0,61720.5,,AB,80826598.0,740707,72,True,1974-07-07,47,40-49,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208
7243,11042,951204,217152,36,6032,1,72,monthly issuance,950129,13268,13576,OWNER,1225,classic,951122,3324415,807660000.0,withdrawal,remittance to another bank,-8436.0,53284.5,household,UV,59894961.0,740707,72,True,1974-07-07,47,40-49,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208
7243,11042,951204,217152,36,6032,1,72,monthly issuance,950129,13268,13576,OWNER,1225,classic,951122,3324367,807746400.0,withdrawal,withdrawal in cash,-4700.0,48584.5,,,0.0,740707,72,True,1974-07-07,47,40-49,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208
7243,11042,951204,217152,36,6032,1,72,monthly issuance,950129,13268,13576,OWNER,1225,classic,951122,3324584,809474400.0,withdrawal,withdrawal in cash,-10800.0,37784.5,,,,740707,72,True,1974-07-07,47,40-49,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208
7243,11042,951204,217152,36,6032,1,72,monthly issuance,950129,13268,13576,OWNER,1225,classic,951122,3324537,809820000.0,withdrawal,withdrawal in cash,-14.6,37950.2,payment for statement,,,740707,72,True,1974-07-07,47,40-49,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208
7243,11042,951204,217152,36,6032,1,72,monthly issuance,950129,13268,13576,OWNER,1225,classic,951122,3527045,809820000.0,credit,,180.3,37964.8,interest credited,,,740707,72,True,1974-07-07,47,40-49,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208
7243,11042,951204,217152,36,6032,1,72,monthly issuance,950129,13268,13576,OWNER,1225,classic,951122,3324368,810079200.0,withdrawal,withdrawal in cash,-5500.0,32450.2,,,0.0,740707,72,True,1974-07-07,47,40-49,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208
7243,11042,951204,217152,36,6032,1,72,monthly issuance,950129,13268,13576,OWNER,1225,classic,951122,3324320,810252000.0,credit,collection from another bank,36191.0,68641.2,,AB,80826598.0,740707,72,True,1974-07-07,47,40-49,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208
7243,11042,951204,217152,36,6032,1,72,monthly issuance,950129,13268,13576,OWNER,1225,classic,951122,3324416,810338400.0,withdrawal,remittance to another bank,-8436.0,60205.2,household,UV,59894961.0,740707,72,True,1974-07-07,47,40-49,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208
7243,11042,951204,217152,36,6032,1,72,monthly issuance,950129,13268,13576,OWNER,1225,classic,951122,3324463,810597600.0,withdrawal in cash,withdrawal in cash,-5033.0,55172.2,,,,740707,72,True,1974-07-07,47,40-49,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208
7243,11042,951204,217152,36,6032,1,72,monthly issuance,950129,13268,13576,OWNER,1225,classic,951122,3324585,812070000.0,withdrawal,withdrawal in cash,-16100.0,39072.2,,,,740707,72,True,1974-07-07,47,40-49,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208
7243,11042,951204,217152,36,6032,1,72,monthly issuance,950129,13268,13576,OWNER,1225,classic,951122,3324538,812415600.0,withdrawal,withdrawal in cash,-14.6,39270.6,payment for statement,,,740707,72,True,1974-07-07,47,40-49,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208
7243,11042,951204,217152,36,6032,1,72,monthly issuance,950129,13268,13576,OWNER,1225,classic,951122,3527046,812415600.0,credit,,213.0,39285.2,interest credited,,,740707,72,True,1974-07-07,47,40-49,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208
7243,11042,951204,217152,36,6032,1,72,monthly issuance,950129,13268,13576,OWNER,1225,classic,951122,3324321,812847600.0,credit,collection from another bank,36191.0,75461.6,,AB,80826598.0,740707,72,True,1974-07-07,47,40-49,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208
7243,11042,951204,217152,36,6032,1,72,monthly issuance,950129,13268,13576,OWNER,1225,classic,951122,3324417,812934000.0,withdrawal,remittance to another bank,-8436.0,67025.6,household,UV,59894961.0,740707,72,True,1974-07-07,47,40-49,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208
7243,11042,951204,217152,36,6032,1,72,monthly issuance,950129,13268,13576,OWNER,1225,classic,951122,3324369,813193200.0,withdrawal,withdrawal in cash,-6800.0,60225.6,,,0.0,740707,72,True,1974-07-07,47,40-49,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208
7243,11042,951204,217152,36,6032,1,72,monthly issuance,950129,13268,13576,OWNER,1225,classic,951122,3324513,813366000.0,withdrawal,withdrawal in cash,-8700.0,51525.6,,,,740707,72,True,1974-07-07,47,40-49,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208
7243,11042,951204,217152,36,6032,1,72,monthly issuance,950129,13268,13576,OWNER,1225,classic,951122,3324586,814662000.0,withdrawal,withdrawal in cash,-16300.0,35225.6,,,,740707,72,True,1974-07-07,47,40-49,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208
7243,11042,951204,217152,36,6032,1,72,monthly issuance,950129,13268,13576,OWNER,1225,classic,951122,3324539,815094000.0,withdrawal,withdrawal in cash,-14.6,35412.7,payment for statement,,,740707,72,True,1974-07-07,47,40-49,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208
